title,url
Performance of tractor workshops and availability of spare parts,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab46.pdf
47,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Service interval of private tractors by make,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab47.pdf
48,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Bulldozers and combine harvesters by type of ownership,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab48.pdf
49,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Tube wells and lift pumps by type of power,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab49.pdf
50,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private tube wells and lift pumps by type of ownership,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab50.pdf
51,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private centrifugal and turbine tube wells by type of ownership,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab51.pdf
52,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private wells with pump and sub mercible pumps by type of ownership,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab52.pdf
53,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Tube wells and lift pumps by working condition,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab53.pdf
54,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
"Number of private centrifugals, turbines, wells with pump and submersible pumps by working condition",https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab54.pdf
55,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
All tube wells by type of pump,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab55.pdf
56,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Electric tube wells by type of pump,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab56.pdf
57,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Diesel tube wells by type of pump,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab57.pdf
58,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private tube wells and lift pumps by year of installation and working condition,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab58.pdf
59,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private tube wells and lift pumps by size of suction / delivery pipe,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab59.pdf
60,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private tube wells by type of filter and length,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab60.pdf
61,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private tube wells and lift pumps by motive power and by type of diesel engine,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab61.pdf
62,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private tube wells by horse power of electric motor / diesel engine / other power source,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab62.pdf
63,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private lift pumps by horse power of electric motor / diesel engine / other power source,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab63.pdf
64,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private tube wells by present depth of water table and by depth of water table at the time of installation,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab64.pdf
65,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private tube wells reporting difference in water table at present and at the time of installation,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab65.pdf
66,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
"Private tube wells by boring, installation agency and fitness of water",https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab66.pdf
67,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Re-boring periodicity of private tube wells,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab67.pdf
68,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private tube wells and lift pumps by tenure and type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab68.pdf
69,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
"Source of finance for purchase, boring and installation of private tube wells and lift pumps by type of household",https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab69.pdf
70,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
"Source of finance for purchase, boring and installation of private tube wells and lift pumps by type and by year of purchase",https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab70.pdf
71,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Area irrigated by private tube wells and lift pumps during kharif 2003 and rabi 2003-04 by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab71.pdf
72,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Area operated by owners of private tube wells / lift pumps by size of holding,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab72.pdf
73,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
"Area operated by owners of private tube wells by type, and by owners of private lift pumps",https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab73.pdf
74,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Area added to farming after installation of tube wells and lift pumps by size of holding,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab74.pdf
75,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Effect of tube well and lift pump irrigation on productivity of land by size of holding,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab75.pdf
76,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Use and renting out time of private electric tube wells and lift pumps during last 12 months by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab76.pdf
77,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Use and renting out time of private diesel tube wells and lift pumps during last 12 months by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab77.pdf
78,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Use and renting out time of private tube wells and lift pumps during last 12 months,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab78.pdf
79,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private tube wells and lift pumps by purpose of installation,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab79.pdf
80,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Tube well operators by status and by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab80.pdf
PDF,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_1_National.pdf
Excel,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_1_National.xls
PDF,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_2_National.pdf
Excel,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_2_National.xls
PDF,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_3_National.pdf
Excel,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_3_National.xls
PDF,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_4_National.pdf
Excel,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_4_National.xls
PDF,https://www.pbs.gov.pk/sites/default/files/agriculture/agri_census_2024/tables/Table_5_National.pdf
Excel,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_5_National.xls
PDF,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_6_National.pdf
Excel,https://www.pbs.gov.pk/sites/default/files/agriculture/agri_census_2024/tables/Table_6_National.xls
PDF,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_9_National.pdf
Excel,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_9_National.xls
PDF,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_1_District-1.pdf
Excel,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_1_District.xls
PDF,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_2_District-1.pdf
Excel,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_2_District.xls
PDF,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_3_District-1.pdf
Excel,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_3_District.xls
PDF,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_4_District-1.pdf
Excel,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_4_District.xls
PDF,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_5_District-1.pdf
Excel,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_5_District.xls
PDF,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_6_District-1.pdf
Excel,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_6_District.xls
PDF,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_9_District-1.pdf
Excel,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Table_9_District.xls
Insight,https://www.pbs.gov.pk/wp-content/uploads/2020/07/pakistan.pdf
Province Insight,https://www.pbs.gov.pk/wp-content/uploads/2020/07/kp.pdf
Province Insight,https://www.pbs.gov.pk/sites/default/files/agriculture/agri_census_2024/material/punjab.pdf
Province Insight,https://www.pbs.gov.pk/wp-content/uploads/2020/07/sindh-2.pdf
Province Insight,https://www.pbs.gov.pk/wp-content/uploads/2020/07/balochistan.pdf
Phone:+92 51 9106588,tel:#
Email:pbs@pbs.gov.pk,mailto:pbs@pbs.gov.pk
PSLM,https://www.pbs.gov.pk/?page_id=11968
Price,https://www.pbs.gov.pk/?page_id=7291
Labour Force,https://www.pbs.gov.pk/?page_id=11368
National Accounts,https://www.pbs.gov.pk/?page_id=11402
External Trade,https://www.pbs.gov.pk/external-trade-statistics/
PBS Webmail,https://mail.pbs.gov.pk/
Faqs,https://www.pbs.gov.pk/faqs/
Jobs,https://www.pbs.gov.pk/job-openings/
About,https://www.pbs.gov.pk/about/
Contact Us,https://www.pbs.gov.pk/contact-1/
Facebook-square,https://www.facebook.com/PBSofficialpak
Twitter-square,https://twitter.com/PBSofficialpak
Instagram,https://www.instagram.com/PBSofficialpak
Youtube,https://www.youtube.com/@PakistanBureauofStatistics
